"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00070940,1c1,Rural Employment and Retirees,E01014049,Herefordshire 023C,2a,Ageing rural neighbourhoods,E02002927,Herefordshire 023,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11114"
"E00070660,1a3,Agricultural Communities,E01013998,Herefordshire 001A,2c,Remoter communities,E02002905,Herefordshire 001,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11115"
"E00071071,5b2,Communal Retirement,E01014073,Herefordshire 015D,4b,Constrained renters,E02002919,Herefordshire 015,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11116"
"E00071091,5b2,Communal Retirement,E01014075,Herefordshire 013A,5a,Ageing urban communities,E02002917,Herefordshire 013,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11117"
"E00168519,5b2,Communal Retirement,E01014036,Herefordshire 019B,2a,Ageing rural neighbourhoods,E02002923,Herefordshire 019,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11118"
"E00070605,7c2,Constrained Young Families,E01013986,Herefordshire 012A,4b,Constrained renters,E02002916,Herefordshire 012,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11119"
"E00070642,7c2,Constrained Young Families,E01013995,Herefordshire 017D,4b,Constrained renters,E02002921,Herefordshire 017,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11120"
"E00070645,7c2,Constrained Young Families,E01013995,Herefordshire 017D,4b,Constrained renters,E02002921,Herefordshire 017,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11121"
"E00071132,5b1,Delayed Retirement,E01014087,Herefordshire 010D,5e,Primary sector workers,E02002914,Herefordshire 010,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11122"
"E00070910,8b1,Deprived Blue-Collar Terraces,E01014044,Herefordshire 002D,2d,Rural traits,E02002906,Herefordshire 002,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11123"
"E00071178,8b1,Deprived Blue-Collar Terraces,E01014095,Herefordshire 011D,5e,Primary sector workers,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11124"
"E00071068,7b2,Deprived Neighbourhoods,E01014073,Herefordshire 015D,4b,Constrained renters,E02002919,Herefordshire 015,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11125"
"E00070683,6a3,Detached Retirement Living,E01014002,Herefordshire 005C,2a,Ageing rural neighbourhoods,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11126"
"E00070697,6a3,Detached Retirement Living,E01014006,Herefordshire 007A,2c,Remoter communities,E02002911,Herefordshire 007,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11127"
"E00070831,6a3,Detached Retirement Living,E01014030,Herefordshire 009D,2b,Prospering countryside life,E02002913,Herefordshire 009,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11128"
"E00070879,6a3,Detached Retirement Living,E01014038,Herefordshire 019D,5e,Primary sector workers,E02002923,Herefordshire 019,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11129"
"E00070906,6a3,Detached Retirement Living,E01014043,Herefordshire 002C,2d,Rural traits,E02002906,Herefordshire 002,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11130"
"E00071007,6a3,Detached Retirement Living,E01014061,Herefordshire 022A,2a,Ageing rural neighbourhoods,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11131"
"E00071035,6a3,Detached Retirement Living,E01014065,Herefordshire 022E,5e,Primary sector workers,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11132"
"E00071161,6a3,Detached Retirement Living,E01014090,Herefordshire 014A,8b,Ageing suburbanites,E02002918,Herefordshire 014,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11133"
"E00168520,6a3,Detached Retirement Living,E01014036,Herefordshire 019B,2a,Ageing rural neighbourhoods,E02002923,Herefordshire 019,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11134"
"E00070975,1b3,Ageing Rural Flat Tenants,E01014055,Herefordshire 004E,2c,Remoter communities,E02002908,Herefordshire 004,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11135"
"E00070985,1c1,Rural Employment and Retirees,E01014057,Herefordshire 023F,2d,Rural traits,E02002927,Herefordshire 023,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11136"
"E00070998,1c1,Rural Employment and Retirees,E01014059,Herefordshire 021B,2c,Remoter communities,E02002925,Herefordshire 021,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11137"
"E00071098,1c1,Rural Employment and Retirees,E01014080,Herefordshire 016D,2d,Rural traits,E02002920,Herefordshire 016,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11138"
"E00070664,1a3,Agricultural Communities,E01014001,Herefordshire 005B,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11139"
"E00070983,1b3,Ageing Rural Flat Tenants,E01014057,Herefordshire 023F,2d,Rural traits,E02002927,Herefordshire 023,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11140"
"E00071106,1c1,Rural Employment and Retirees,E01014082,Herefordshire 008D,2a,Ageing rural neighbourhoods,E02002912,Herefordshire 008,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11141"
"E00070666,1a3,Agricultural Communities,E01014001,Herefordshire 005B,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11142"
"E00070987,1b3,Ageing Rural Flat Tenants,E01014057,Herefordshire 023F,2d,Rural traits,E02002927,Herefordshire 023,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11143"
"E00071191,1c1,Rural Employment and Retirees,E01014096,Herefordshire 001D,2c,Remoter communities,E02002905,Herefordshire 001,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11144"
"E00070667,1a3,Agricultural Communities,E01014001,Herefordshire 005B,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11145"
"E00071005,1b3,Ageing Rural Flat Tenants,E01014063,Herefordshire 022C,5a,Ageing urban communities,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11146"
"E00071207,1c1,Rural Employment and Retirees,E01014099,Herefordshire 021F,2c,Remoter communities,E02002925,Herefordshire 021,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11147"
"E00070668,1a3,Agricultural Communities,E01014000,Herefordshire 005A,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11148"
"E00070678,1a3,Agricultural Communities,E01014003,Herefordshire 005D,2d,Rural traits,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11149"
"E00070692,1a3,Agricultural Communities,E01014004,Herefordshire 005E,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11150"
"E00070695,1a3,Agricultural Communities,E01014004,Herefordshire 005E,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11151"
"E00070696,1a3,Agricultural Communities,E01014004,Herefordshire 005E,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11152"
"E00070700,1a3,Agricultural Communities,E01014006,Herefordshire 007A,2c,Remoter communities,E02002911,Herefordshire 007,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11153"
"E00070706,1a3,Agricultural Communities,E01014007,Herefordshire 011C,2a,Ageing rural neighbourhoods,E02002915,Herefordshire 011,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11154"
"E00070711,1a3,Agricultural Communities,E01014009,Herefordshire 006B,2c,Remoter communities,E02002910,Herefordshire 006,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11155"
"E00070716,1a3,Agricultural Communities,E01014008,Herefordshire 006A,2c,Remoter communities,E02002910,Herefordshire 006,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11156"
"E00070732,1a3,Agricultural Communities,E01014012,Herefordshire 007B,2a,Ageing rural neighbourhoods,E02002911,Herefordshire 007,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11157"
"E00070741,1a3,Agricultural Communities,E01014015,Herefordshire 005G,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11158"
"E00070743,1a3,Agricultural Communities,E01014014,Herefordshire 018C,2c,Remoter communities,E02002922,Herefordshire 018,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11159"
"E00070747,1a3,Agricultural Communities,E01014014,Herefordshire 018C,2c,Remoter communities,E02002922,Herefordshire 018,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11160"
"E00070748,1a3,Agricultural Communities,E01014014,Herefordshire 018C,2c,Remoter communities,E02002922,Herefordshire 018,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11161"
"E00070749,1a3,Agricultural Communities,E01014015,Herefordshire 005G,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11162"
"E00070750,1a3,Agricultural Communities,E01014014,Herefordshire 018C,2c,Remoter communities,E02002922,Herefordshire 018,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11163"
"E00070755,1a3,Agricultural Communities,E01014017,Herefordshire 004B,2c,Remoter communities,E02002908,Herefordshire 004,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11164"
"E00070758,1a3,Agricultural Communities,E01014016,Herefordshire 007D,2d,Rural traits,E02002911,Herefordshire 007,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11165"
"E00071008,1b3,Ageing Rural Flat Tenants,E01014061,Herefordshire 022A,2a,Ageing rural neighbourhoods,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11166"
"E00168536,1c1,Rural Employment and Retirees,E01014013,Herefordshire 007C,2a,Ageing rural neighbourhoods,E02002911,Herefordshire 007,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11167"
"E00071015,1b3,Ageing Rural Flat Tenants,E01014061,Herefordshire 022A,2a,Ageing rural neighbourhoods,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11168"
"E00070631,1b1,Rural Life,E01013996,Herefordshire 016A,5b,Aspiring urban households,E02002920,Herefordshire 016,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11169"
"E00071017,1b3,Ageing Rural Flat Tenants,E01014066,Herefordshire 022F,5e,Primary sector workers,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11170"
"E00070657,1b1,Rural Life,E01013998,Herefordshire 001A,2c,Remoter communities,E02002905,Herefordshire 001,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11171"
"E00071022,1b3,Ageing Rural Flat Tenants,E01014067,Herefordshire 022G,8b,Ageing suburbanites,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11172"
"E00070671,1b1,Rural Life,E01014001,Herefordshire 005B,2c,Remoter communities,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11173"
"E00071028,1b3,Ageing Rural Flat Tenants,E01014064,Herefordshire 022D,4b,Constrained renters,E02002926,Herefordshire 022,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11174"
"E00070682,1b1,Rural Life,E01014002,Herefordshire 005C,2a,Ageing rural neighbourhoods,E02002909,Herefordshire 005,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11175"
"E00071041,1b3,Ageing Rural Flat Tenants,E01014070,Herefordshire 015B,5e,Primary sector workers,E02002919,Herefordshire 015,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11176"
"E00071053,1b3,Ageing Rural Flat Tenants,E01014068,Herefordshire 015A,5e,Primary sector workers,E02002919,Herefordshire 015,E06000019,""Herefordshire, County of"",3a2r,Sparse English and Welsh Countryside,E12000005,West Midlands,E92000001,England,11177"
